sentence	label
Very good and consistent barbecue! I've had the dry rub ribs why were meaty and flavorful. I've also had the smoked turkey and brisket sandwiches which were both great- authentic, tasty, with a nice smokey flavor to them. The meat is the best here and one of my favorite bbq places in town. \n\nAs for sides, they are a bit disappointing.  The cornbread is ok, I don't like the corn pieces in it really. The fries kind of a look like cheap looking store bought crinkle cut fries and they are always soggy and limp as a take out order. \n\nI have also been to the Mooresville branch which is consistent too. So depending on which part of the city you live in, you can plan accordingly. \n\nTIP: If you go through the drive thru expect to wait longer than a fast food drive thru. The attendant who serves me at this location always smiles and is pleasant.	1
This is my go to place when in Charlotte I have been going here for years and they have only gotten better as times goes by. I always have the sampler plate and everything on it is top notch. Another thing I like about it is consistently great service and fair prices for 20 bucks I can get a great dinner and service. Keep up the good work sonny's	1
im a carolina bbq fan.  and sorry..but this bbq is just no that good.  its fast food bbq.  why not do real bbq sonny?  i dont want mcribs from a carolina bbq place	0
How dies this place have 3,5 stars.   I don't know where to start.  Food isn't even Sonny's quality,    No liquor here, beer only the owner doesn't want wine because he is a christian.   Really.   God turned water into wine     Well i will never be back.   Sonny's corporation would be disappointed.	0
I wrote a book at Coffeeworks, or at least a good chunk of one. It's a great place to hang out and work. I usually hang out here on Saturdays before a standing 6:00 date, so I know the place well.\n\nSometimes, there are lots of angsty, purple-haired teens hanging around the place, and occasionally there have been old farty-types arguing loudly about politics...but other than the sometimes unpleasant noise, it tends to be a pretty laid-back shop. \n\nTheir smoothies are delicious, and the coffee is good. I agree with Garrett G that the chocolate coffee beans are indeed delicious and sickening. The music is just loud enough to hear, but not so loud that you can't think.\n\nThey have a decent selection of things to eat. It's not a place for lunch or anything, but they have the standard coffee-shop style foods you'd expect...biscotti (Try the grasshopper mint!) and muffins and scones and other pastries.	1
We popped into CoffeeWorks on a dreary, overcast day and were greeted by a friendly woman behind the counter.  I was pleasantly surprised to find that they had flavored coffee!   Other than my favorite coffee chain (Barnie's Coffee, which is slowly closing each and every store), nobody seems to offer flavored coffee.  Unless you go to a convenience store attached to a gas station (what's up with that anyway?).  Starbucks and Caribou only offer different coffees like dark or light roast.  Nothing else.  I only wished that CoffeeWorks had more than one flavored coffee available for the day.  I saw a wall of glass jars full of many, many flavors for coffee that they sell by the bag.  The coffee sizes were reasonably priced, too.  My only suggestions for them would be to (1) create a more relaxed seating area indoors other than basic tables and (2) switch to something besides the environment unfriendly styrofoam cups.  Otherwise, keep up the great work (and flavored coffees!); we'll be back!	1
We LOVE CoffeeWorks - they roast their own beans at a warehouse in Matthews and have a terrific selection of different roasts.  They also have a frequent buyers club so you can get a free lb of coffee after making x number of purchases.   Most of the people who work here are pretty educated about the various roasts and most are very helpful.\n\n2011 Update -- Sadly, this is now closed. I understand they are still roasting coffeebeans at their warehouse in Matthews. I have heard that the Ben & Jerry's in the Arbo is selling CoffeeWorks coffee.	1
I've been taking my vehicles here since 2008. No complaints. Love the shuttle service. Free coffee, coffee, & wifi if you want to wait. Friendly and proffessional staff. Clean bathrooms	1
Not the cleanest theater in the world and just as expensive as anywhere else but it does the trick.  And I'm really starting to like it because I feel like I'm traveling back in time when I pull into the parking lot and see the sign.  It's got that Edward Scissorhands Publix mojo.	1
Park Terrace is a great 6 screen located in Dilworth.  It's immense charm makes up for the fact that it is slightly outdated and still pricey at $10.  There are a host of other great things about Park Terrace:\n\n- Shows high quality movies\n- Great location\n- Stadium seating\n- Vintagey sign\n- Not a madhouse\n\nThoroughly enjoyable!	1
Love that this theater plays more than your average blockbuster.  Its my usual weekend matinee spot to see the newest random movie out.  I'm a sucker for indie films and besides the Manor this is the only place to see them.  \nNice staff, no issues, I dig it	1
I've driven by this theatre hundreds of times since I've lived in Charlotte and have never made it in until recently. These guys show tons of indie films and are one of the few in town that get their hands on some of the good ones. This is one of Regal's Theatres licensed to play Indie films. There aren't many across the country. Well, at least it pales in comparison to the USA's collection of mainstream theatres. \n\nWe showed up for a matinee on a Saturday afternoon and the crowds weren't thick at all. A few other couples waiting to purchase tickets outside. \n\nThe interior has a very welcoming old-timey feel to it. Remember theatres in the 90's? Not much glitz and glamor. Just a simple refreshment stand, a few restrooms, old tube televisions playing previews and some movie posters lining the walls. \n\nThe theatres themselves are quaint. Stadium seating, comfy chairs, ample leg room and oversized cup holders. Per usual. \n\nThe service is so nice here. The management wear suits and greet everyone as they enter. A gesture you don't find at large theatres. \n\nThis place has my vote! Cheers, Park Terrace!	1
Now, this theater is not a place you go to watch 'The Fast and the Furious XII' in 4D. It's an old-school 6-screen movie theater, where some of the screens have about 30 seats and smell pretty old. It does have stadium seating, it doesn't have an arcade.\n\nPark Terrace runs independent and foreign films and has a certain charm that is lacking in most theaters in this region (Manor Twin excepted). Like the Manor Twin it is owned by the biggest of movie theater chains, Regal, but it looks much like it has since it opened.\n\nMy wife and I have been to about 30 movies here, and have never been disappointed with the service. The food isn't the best, there aren't many options, but sometimes the popcorn is pretty good.\n\nInstead of getting a snack here, we go to the great Good Food on Montford down the road for dinner. Other times we go to Flying Biscuit and get a light meal.	1
Charlotte needs more theatres with limited release movies.  Right now there is the Manor Twin, and this place.   Pretty old, but since I love indie movies, it's all I have :(	1
I love this movie theater.  It's less crowded than Phillips Place or the others.  The popcorn at this theater is also better!	1
I LOVE this cinema. CHUD.com isn't the best movie website in the world but it's damn good!	1
I only go here if I have no other choice. This place is filthy and outdated. The bathrooms are yuck and this whole place should be redone! Nasty!	0
"Some of the rides here are quite carnival-ish. However, there are some good ones like \""The Borg\"". The food sucks and is WAY overpriced as is the souvenirs. The park constantly smells like garbage and on a hot summer day when you've been waiting in line for a good hour it's not a pleasant experience to bask in the stench of garbage mingled with the patrons sweat. I would probably tolerate this park much better if I didn't have to smell that. \nIt's great for kids if you don't mind spending all of your time surrounded by other's crying/screaming kids in kiddy-land or in the over-rated water park. Speaking of the water park - why is inevitable that when you finally get up to the top of the slide something breaks? This park always has something breaking mid-ride. There have been tales of people stuck on top of the Drop Zone for hours- not sure how true that is."	0
my first time at this theme park i was probably about 12 and i had the best time, i've been back since then and still had a great time! its just like six flags, has great rides, games, food and entertainment. there's lots of parking and its a great place to spend the day with the family and or friends. the water park is fun too! there's something for everyone to do and this is in my neighborhood. literally right down the street from my house so in the summer time i can entertain guests by taking them here.	1
This definitely isn't one of my favorite amusement parks.  I'm not a fan of the layout of the park, the admission price is too high, the coasters really are pretty wimpy overall, and let's face it - it's just too freakin' hot in Charlotte in the middle of summer.\n\nThe good news is that there are rarely the lengthy lines that you see at a lot of other parks, and that's about where the good news ends.  \n\nIt isn't the worst amusement park in the world, and I had fun on my first and only visit, but I know there's much, much better out there.  \n\nI certainly wouldn't make another trip.	0
Ride the Intimidator. Some say to visit the great wall of China before you die...I say tide the Intimidator.	1
Great park for family fun. They even host music festivals there which is fantastic. Something for everyone for sure!	1
Don't buy your tickets online! In fact, don't buy them at the gate either. Just stay away or you'd be greeted outside the gate of Carowinds by an evil blonde witch who somehow became a manager. Even proof of purchase isn't enough to prove that you brought the tickets, so you have to buy new tickets in front of her hideous face, just so you'll be able to enter and reenter (if you decide to leave the park and return later that same day). Staffs are disrespectful and don't want to help at all. \n\nGetting in cost an arm and a kidney. Drinks and food cost the rest of your other important body parts. \n\nLines are short and fast because the place is near empty. Most we had to wait was 10 minutes.\n\nEven so...\n\nAvoid! Go to Wet n' Wild Emerald Pointe Water Park instead!	0
Charlotte wouldn't be Charlotte without Carowinds. Many of the buildings and games have been there quite a long time. Now owned by Cedar Fair, they have added their quality touches to the place, bringing it inline with other regional and national theme parks.\n\nAs others have said, yes the parking is expensive. Yes, the food is expensive. Go to Busch Gardens, and Cedar Point and you will have the same experience.\n\nBut for entertainment, there are plenty of rides (and plenty of styles), live shows, and numerous pay-per-play midway games. There is also a concert venue, normally hosting Christian bands if that's your thing. One of the biggest attractions, though is Scarowinds at Halloween, a park-wide haunted trail for which they strengthen their workforce with several dozen seasonal actors to scare you throughout the night.\n\nAlso like others have said, if you're local, get a season pass. It's paid for itself after two visits and the rest of the season is free. Upgraded passes also include Scarowinds, priority seating on popular rides, or admission to other Cedar Fair parks around the country if you travel.\n\nMaybe because I'm a native to the area, but I can't imagine summer without Carowinds.	1
As a former employee of Cedar Point (one of the sister parks in the CedarFair Company), Carowinds does not exceed what Cedar Point has to offer.\n\nMy biggest disappointment, as Cedar Point offers their HallowWeekends in their daily passes, Carowinds has you pay an additional amount to experience the Halloweekends events (haunted houses, shows, etc).\n\nAlso, I was surprised that tax was not included in their food and beverage prices (again, after being a Cedar Point employee and working in the foods division - this surprised me).  Not sure if this is because the park resides in two different states.  Which brings me to another point.  One of my friends had bought a bottled drink early in the day and bought another one several hours later, only to find the price went up slightly due to the different taxes in SC & NC.\n\nThe only plus was that we had very limited wait times (the park was not that crowded).  The longest we had to wait for one of the coasters was around 20 minutes - and I am sure that would be longer if we came during the summer months.	0
We participated in the music festival yesterday, and so of course spent time enjoying the park.  Overall, this is a confusing park to navigate & it is desperately in need of signage!  I overheard others having the same problem.  Specific problem is the incredibly poor customer service attitude.  No one can answer a question.  We had to speak to 4 different people to enter and to buy two upgrades.  And I cannot tell you how confused they are in Cinnabon...oh my that was just ridiculous! Poor, poor customer service.  And charging more for a fast pass than the entry, that is just wrong!  I do not believe we will go again...unless the let me help them design a training program for their employees.  Wow just really bad.	0
Ok park. Some good coasters. Intimidator and nighthawk are our favorites.  A lot to do for the kids. \n\nShould have wait times listed for rides. Waited 1 hr 35 min for nighthawk. Need to improve carowinds app. \n\nStaff isn't polite or even nice for that matter. \n\nPark isn't very clean. Bathrooms are filthy and smell awful.	0
I will never go here again. Last Saturday, I paid for my ticket and headed in. Unfortunately, after waiting nearly two hours for the Nighthawk, it was put out of service, as were some others in the park that day. This has happened to me several times at Carowinds and I really don't understand how their coasters malfunction daily, sometimes multiple times. After purchasing a ticket, I literally got to ride one ride, for which I also waited over an hour. And of course their were no refunds even though it was their issue.	0
just spent the day with my husband, 10 yr old son and his friend at carowinds. I now know why tix are so cheap. (37.50 through AAA per person) add to that $15 parking, $58 for 3 nasty burgers and cold fries, 2 slices of pizza and 2 kids milks, $9.48 for 2 sprites and it adds up quickly. if you only want to ride roller coasters, then this is the place for you. no other entertainment was available while we were there. off season I guess. won't make the 3 hour drive again from Charleston. would rather drive a little further and go south to universal. much better value for money spent.	0
"It's a \""good\"" park experience. The rides were all mostly open. The food selection was average park food. Cheese burgers. Panda Express. Rita's Ice was good. 2 new restaurants that were supposed to be open were still under construction. \nThere was only 1 show open when I went cause it was early in the season. The park was mostly clean. Good amount of trees. Needs more dark rides. Cool coasters but everyone has coasters. It's also not really a theme park. It's just a good amusement park. No theming or design to take notice of. \n     But the people who work there were nice. The people who visited also seemed nice. It was a 65% positive experience. But I don't really see any reason to make a special trip as it's not really different from other cedar fair parks.\n     If you are going to visit one time. I do recommend getting the \""fast lane plus\"" option as the lines were an average of 1 hour each. Fast lane plus made everything a walk on. And front row preference on most rides."	1
As a kid I remeber fallong down an open unmarked manhole, and not getting anything save a change of clothes and a freaking lollipop, they also refused to do anymore to compensate me. This also wasn't an emptied manhole, it was nearly overflowing. I will never go back to this park since this happened, and the lack of proper response.	0
Carowinds is a wonderful amusement park and water park.  It is small enough that you can ride every ride in one day and large enough so you are never bored. Buying a Gold Season Pass is the way to go.  After 2 visits you have gotten your money's worth. Parking is free with the season pass, otherwise it is $15 each trip.  Carowinds has many trees and flowering plants everywhere.  Very easy to be in the shade when the sun gets too hot.   It is wonderful to have such a nice park here in the Carolina's!  Living close allows us to go there anytime we want, like having a theme park in our backyard!	1
If you have been to Disney or even Chi-fil-a this place will disappoint you with their horrible customer service. Perhaps when 80% of your staff are 18 yrs and younger you need to instill respect, courtesy and the customer is always right b/c they just dropped a freakin mini fortune on this crappy amusement park that post hours of operations for stores and restaurants as suggested times. And you only get 1 star because I couldn't leave it blank	0
My wife and I bought tickets online in advance to the park. We came on Halloween night for Scarowinds. Well we were here for 30 minutes before rain and lightning came. We went to guest services and they told us there are no refunds. If you plan on going to this park make sure to check the weather or kiss your $$ goodbye.	0
First off a came in and the guy didn't acknowledge me, and when he thought it was a decent time to ask me if I needed help. I told him that I called for tires cause I had a flat then, the guy said wait a minute and helped a guy who just wanted air in his tire so I waited for them to finish and he said how can I help you again and I said I would like a tire, then he asked for my keys said have. I been here before then said you can sit down now. If I wasn't form another city I wouldn't have come but I'm in a tight situation so I had to bite the bullet. Never again tho	0
I took my car here after my TPMS light came on. They found a nail in it, but also claimed my shocks were going bad 30,000 miles too soon.  However, it turned out my shocks were fine.  So these guys almost made me spend $250 for unnecessary repairs. Disgraceful.	0
In Oct. my son that is at  UNCC had a nail in his tire. The person at Tire Kingdom told him he needed 3 new tires., THe car is dented and has over 151,000 miles on it.We told him to match the tread. Instead of giving him options of prices they put on$ 184.00 tires EAC on the vehicle. I called very upset the next morning and the manger said he would not give me an exchange nor would he give me any money off. He offered a 4th tire with a $70.00 rebate and would discount an oil change! This is taking advantage of a young consumer and  in my opinion a terrible way of doing business. I would NEVER recommend this company.	0
Worst customer service ever. The manager is rude and talks bad about the client and little care for his customer	0
Worst place ever. Don't go there. Customer service was awful and they didn't even do what I asked them to, due to them trying to scam me for more business. I will never go back.	0
"We have to have electricity & you have no choice but to use Duke. :D\n\nLuckily, I've never had any major power outages, even when nasty storms rage during the spring & summer months.  And I can depend pretty much on my bill to go up during the months of December - February & again from June - August.\n\nThey're pretty much \""in the news\"" when there's going to be a rate increase, so you're never fully caught off guard.\n\nI love having the \""paperless\"" bill option. It's full of detailed information about my bills & ways to possibly cut down. However in my case, they always say I am way below the normal usage & the weather normally affects the changes. \n\nLike Nicole, I appreciate them sending out the free CFL bulbs."	1
I do not recommend going here. \n\nI was searching for an independent little place to pick up dog food. The name almost turned me off, but I decided not to be so judgmental. It was really dirty inside and the animals in cages looked upset/not taken care of. This place is the sort of place that might haunt you at night. If you are overly sensitive about animals (like me) then this is probably not the best place for you to check out.	0
It's a flea market.  Nothing more; nothing less.  It's old crap that no one should need unless you are a hoarder.  There are plenty of free flea markets and yard sales that are free.  This misadventure cost me $20 in admission fees.  What a waste.  It's $10 a head.  Finally, no one takes credit cards... even for the admission charge.  After all, flea markets and yard sales typically deal in cash only.  I now feel slightly dirty.	0
The expo itself is pretty lame - it seems like a few buildings in a field, next to the now-defunct Metrolina Speedway.  We actually went for the Home Show, which at the same price as the show held at the former Merchandise Mart, is a complete waste.\n\nYou can walk through the entire thing in a few minutes, and it's just about worthless.  Perhaps four rows of tables, and very few of them offering anything worthwhile.\n\nAs to the grounds of the expo itself?  It's like a fairgrounds.  Don't bother going if you're handicapped, because the spaces are close to the entrance, but they are also muddy if it's been raining.  Not a good mix.	0
Just had a booth at the Quilt Show this past weekend.  The service of the volunteers was excellent, parking was easy, bathrooms were well-stocked and concession food was pretty tasty. We had a great time and so happy that they scheduled the same weekend as the Bead Show!	1
The doctor prescribed me medication that I am allergic to. It was in my chart and I told her about my allergy in person. I ended up in the emergency room. The practice manager does not seem to care about the issue and their whole staff is awful.	0
Sometimes, it's just nice to get out of town for a while and still go to a familiar place. Old Navy was my spot today, riding around the Carolinas. The store was HUGE and organized...it's hard to find both these days. Everything was organized, on the right size hangers, and there was plenty of helpful staff to assist me if I needed a different size. The biggest thing I loved about this Old Navy was their dressing room procedure. They have a small marker board on each dressing room door and they write on it the number of items you take in to try on as well as your name in case someone comes looking for you. The staff was very helpful and upbeat, but not in the annoying way, in a genuinely helpful way. I would recommend this Old Navy to anyone. They definitely had something for everyone!	1
Not a real big fan of Old Navy since I guess I grew out of that phase... don't get me wrong they make respectable clothes but there are only so many ringer t-shirts one can wear in a lifetime.\n\nI recommend the clearance rack strategically located in the back of the store sections.  I guess it's pretty smart to put the regular priced stuff in front, but sometimes I feel the clearance prices are just about right for what you are getting.\n\nOther than some novelty items and the occasional good sale, I think I'll stick with my other stores for the time being.	0
Huge fan of Old Navy! Hugh fan of this location!\n\nFirst, what I like most is that they really seem to cater to trendy new styles! It's always a fresh look with lots of different colors and textures! \n\nThe reason I'm a fan of this location is that it seems to carry a huge variety of sizes and lengths! Especially for the ladies with long legs! \n\nAlso the layout is pretty cool too, you walk in to the Men's and Women's, fitting rooms are in the middle and kids in the back! But also there are so many other stores here...Target, Kohls and Bed Bath and Beyond...just to name a few! \n\nWith great prices and very nice associates I am definitely going to be back!	1
"I loathe these stores. The clothes are cheaply made. The prices aren't comaprable to the item. This is \""name brand\"" prices for crap clothing. The only reason I set foot in here is because my daughter got gift cards from relatives for Christmas. and for $50 she got a thin pair of jeans, a knit skirt and a thin black shirt. and we went over by 87 cent! OH and the jeans were on CLEARANCE for $15.99!!!! \n\nCRAP styles too, its like a clash between late 70's early 80's. DRAB DRAB DRAB.\n\nTheir shoes.................... are you kidding me? Pay less has better! and most of the time its BOGO so in the future i will sell the gift cards for cash!"	0
"The Gateway YMCA, like so many things in the Gateway area, takes all the hassle and bustle out of your workout experience. While I normally go to the Dowd YMCA because it has a full basketball court and pool, the Gateway Y is great for a quick, simply work-out at any time. \n\nThe Gateway Y has about 30 treadmills, 15 bikes, and 10 other cardio machines, all stationed in front of TVs. It also has an adequate amount of weightlifting equipment. There are two locker rooms, a stretching area, one or two \""class\"" rooms, and that's about it. And really, that's all you need. Everything's clean, everything's new and nice; it's a perfect space for a workout without too many frills--or even the added distraction of running into everyone you know in Charlotte. \n\nIt's gets kinda crowded from 5-7 pm (after work hours), but it's never too bad, and it's certainly much thinner during the morning and later evening hours. The Y offers quite a few classes, most of which are pretty awesome if that's your thing. \n\nI go because it's close and it's easy."	1
Love the Uptown area Y's...especially the Dowd. Very big, with lots of equipment on multiple levels. Even when it's busy, it's not that much of a headache to find an open machine. Every now and then, the basketball games get a little intense and the sound carries into the fitness area. Locker room is large and offers dry cleaning AND shoe shining, which I like. \n\nOf the YMCA's near Uptown, this is definitely the best and the largest. Also has the most parking available too. Very welcoming, very clean and and great place to get your sweat on!	1
This is hands down the best gym in Charlotte (sans the parking lot, of course!). I could repeat what all other Yelpers have said about the amenities, classes, amount of weights/equipment, but I think the best part about this YMCA is the staff. Always cheerful and attentive, they really make you feel comfortable and encouraged when you walk through the doors. That's something that a person like me (aka I will NEVER EVER EVER love going to the gym) really appreciates and finds helpful in sticking to my 4 days a week program!\n\nAnother plus is no kids - after coming from the Morrison YMCA in Ballantyne, it's really nice not to have to dodge screaming little ones in the hall or wait for some 14 year old who improperly uses equipment to get done so I can work out!\n\nPrice wise it's higher than other gyms, but you always get what you pay for and they offer Financial Aid to those who need it!	1
Yes I am also a gym snob.....I love Dowd hands down compared to Uptown, Johnston, and Gateway.  If you know when to go you wont have trouble parking, there is a lot of parking behind the building too.  The treadmills with the no time cutoff and tvs are my favorite.  Last resort if the place is totally full are the treadmills upstairs.  There is a huge variety of machines, old school and the newer ones that are easier on your joints.  The thing I love about this gym is that the majority of folks that go here are pretty consistently conscious about the machines' cleanliness.\n\nI wish that they would get on the ball and start tweeting - especially when we had the snow/ice delays last week!  Grrr!!!	1
Crime is a problem!  I had my phone and keys stolen from me while I was in the pool at Dowd.  My babysitter had her car broken into in the Dowd parking lot as well. Both of these events took place within the last 2 months.  It is not worth working out at a place where you and your property are unsafe.	0
Lets see, what am I in the mood for tonight? So many options! I think I'll start with a run. Oops, all the treadmills are occupied. No problem, I'll just do the stair-stepper. Oops, occupied. Alright, hmmm, then I'll hit some nautilus equipment. Nope, all machines are busy except for the toe-raiser thing and my calves are already bulging, thank you. Ride a bike then? Nope. Play basketball? Do sit-ups on the mats? Lift free weights? Nope. Nope. Nope. Free weight room literally dangerously crowded. Fine, I'll just swim then. No lanes available. I give up.\n\nThe best workout this gym provides is the walk back and forth from your car, parked 8 blocks away because the parking lot was full.	0
I used to work out at Dowd way back when I had more time.  At that time, I really enjoyed the racquetball court and I would typically have it to myself (trying to perfect my old handball skills).  On this visit, I was there for a seminar.  I had to find my own way upstairs via the elevator to the room.  There were no signs and no one available to assist me.  Otherwise, the entryway was clean and had an open feeling.  The parking lot was full, so I gather there were many people already using the facility.  This parking lot is always full, which is a good thing for the Y.	1
Been here for ages - huge YMCA with a lot of activities going on. Classes are packed but very high level instructors. Equipment is top of the line. Social scene is pretty good. Basketball games are intense and a good mix of diversity. \n\nBiggest downside is the general amount of people that go and the parking situation. Parking can be a nightmare in peak time and it gets EXTREMELY crowded. \n\nTip: If you can go at non peak time (lunch, 5-7 PM), do it, it's almost always worth it.	1
This ymca is very large.  It has 4 floors to exercise.  Like 10 racket ball rooms.  Towel and rags are ease of access to shower and etc.  The downside is that most hours of the day it is crowded because it is located downtown.	1
I still love this place, but the hours aren't great on the weekend. \n\nAlso, the music they play in the main weight room sounds like the Disney Channel and Taylor Swift had an illegitimate child after many nights of sordid rendezvous. \n\nI don't wanna listen to that shit while I'm lifting; I wanna get pumped up!\n\nThey could take a hint from 24 Hour Fitness (which usually plays some pretty bad-ass house music)... or even the music their own group exercise classes play upstairs.	1
"Heard Boy George singing \""do you really want to hurt me?\""@the weight room, today. How could the music be more appropriate?\nBeen going here since the eighties. \nWonderful Midcentury landmark building with updated interior. \nOnly drawback to this busy location is the lack of orientation people have while navigating the building. I need to stick my hand out beyond any blind corner to keep from being run over. \nFriendly staff but I'm not usually there to talk to them. \nMen's locker room/shower is sometimes like a family reunion for 3rd world countries\nThey just need a few signs demanding that people walk on the right and stop with the drama and discussions in stairwells and corridors     \nHope I didn't insult anyone. It's one of the great old institutions of Charlotte"	1
Would not recommend, free weight room is inadequate for the amount of members. Only 2 squat racks and very low ceilings make it seem even more packed than it is. Serviceable gym during non-peak hours but I would suggest finding another place to work out if you are really in to weight lifting.	0
Blue features mediterranean style food and offers some unique options that I've not had before. The menu is pricey. Beautiful decor with a nice bar and jazz band playing. The dining room is very nice and feels like it should be pricey.\n\nWe've had great service every time we've been. The wait staff is helpful, knows the menu very well and has had some solid recommendations. The downside to Blue is that the food doesn't necessarily live up to the surroundings and the prices. I had the kobe beef on one occasion, which was very pricey, and found it to be absolutely awful. I've tried other more unique dishes like their Lamb Tagine which is slow cooked from 5am in the morning until served. I expected lots of great flavors and it was simply okay. My friend enjoyed the wild boar very much. My wife was very happy with the salmon. So the place can be great, it just depends on if you hit the right entree. We'll keep it on the list and hopefully they'll be more consistent.	1
Got to eat here for free so have no idea how much the food costs. But it was good. Had the...honestly I don't remember what I had to eat here. By the time I had gotten my entree, we had been drinking a lot of wonderful red wine. They wine selection was pretty good for the South. Sorry that's the California wine snob in me talking. The appetizers were wonderful, some kind of mini pizza bread, hummus plate, calamari, etc. Yummy. The service was good. Even the manager pitched in to help us. We were a very large party. Probably around 30. They had live music which was really good and the crowd was cool. If I end up in Charlotte again, I'd go here for more.	1
Pricey and just mediocre in service, food quality and atmosphere. Went on Sunday, January 31, the last evening of the Dining Out Charlotte special event, dinner for $30.  Two couples, we brought our own wine, and bill still came to $100 per couple. And the three others with me all had the Ragout dish and ALL three were sick to their stomachs throughout that night into the next evening. There are way better restaurants in Charlotte for the price.  Footnote -- the restaurant was nearly empty due to the weather.  You would think the manager would have come by the table to ask us about our dining experience.  He or she never appeared...do they even care?	0
Very RUDE management- we had to wait over an HOUR to get our car out of valet while we watched people leave left and right...we mentioned this to several people - we were offered many excuses to find out in the end that they completely misplaced our CAR! I would have been satisfied if they had offered us a drink- our table spent over $200 on our dinner- we didn't even get an apology...I wrote a letter and everything!\n\nThe waitstaff was friendly- the meal was ok - nothing special considering Charlotte has plenty of great restaurants . Restaurants have a lot to do with relationships- and they killed mine with this one.  Bottom line the food wasn't THAT good to warrant my return...	0
Very curteous service but could not make up for a compltely lackluster dinner. Ordered the rib eye special with herbed gnocci and broccoli rabe. Steak was bland, gnocci was dry and lacked any flavor while broccoli rabe was over salted. Sticky toffee pudding for dessert was too sweet. This was my third and last meal there - three strikes and you are OUT! This CA girl knows better.	0
I loved this place the first time, but I went back for Restaurant Week, and was incredibly disappointed.\n\nFisherman's Daughter Wild Shrimp and Cucumber Salad - NOTE: This is NOT a salad. It's 4 cocktail shrimp with sweetened tomato sauce and a shreds of cucumbers. Bleh.\n\nProsciutto Flat Bread - Had a really stinky fontina cheese and I felt the sage was too pungent. Also, I didn't like the quality of the flatbread.\n\nAlaskan Halibut with a Lobster Succotash - Most flavorless halibut I have ever had. Lobster cream sauce should never be flavorless! I added a boatload of salt, so it was somewhat bearable. \n\nThe Cake di Chocolate is standard lava cake (takes forever to make).\nThe Pecan Pie was HUGE. \nThe Sticky Toffee Pudding was very butterscotchy. \n\nOverall? Not a fan.\n\nMaybe if I come back next time I'll have better luck?	0
it was ok.  \n\nmussels were good.  service ok.  ambiance seemed dated.  worth a trip, but not sure i would go back.	0
This Mickey Mouse operation has been relentlessly spamming me for months.  I AM IN BOSTON, not Charlotte.  I would never patronize a place like this.  \n\nIf you do, be cautious -- DO NOT GIVE THEM YOUR EMAIL.	0
Thumbs up, great wine selection and atmosphere.  Must try the Scallops. \nWent during Charlotte Restaurant Week.  They accommodated a group of ten.	1
"It pains me to say after Blue was my favorite restaurant for yeeeeears but spending 12 hours sick as a dog without  them doing a thing about it has forced me too.\nOn Dec 18 2010 we sprang for an overnight sitter, got a room at the Omni, and a reservation at Blue (our favorite restaurant)  By the time dinner was over I needed to use the restroom and after that barely made it back to the Omni where I spent the rest of the night on the toilet.  I have eaten food from street vendors in Asia, Africa, and Mexico and have NEVER had a problem; yes I have intestines of steel.\nI called Blue the next day to warn them if nothing else and was told \""the chef is off but I will let him know\""  I never heard another thing.  I wasn't looking for a million dollars, but I spent $400 for a romantic evening on the john.  \nMistakes happen, I am just disappointed in Blues lack of response or concern for a loyal customer."	0
Saw some mixed reviews on Yelp, but I wanted nice food and live music.  I don't know if we just hit them on a good day, but everything was just about perfect for us.\n\nThe calamari with fried grapes and olives was super.  The scallop appetizer was even better.\n\nI adored my tenderloin entree, ad the desert was the best part of the evening.	1
My boyfriend and I have eaten here a few times, and so far, we have been very pleased with the service and quality of food.  They have a great wine selection as well.   It is not a place to go on the cheap though, so be prepared to spend a little cash.  \n\nWe stopped in on Friday evening to meet a friend for beverages and there was a blues band playing.  Alex Myrick (the owner) actually got up and sang with the band and played harmonica. He was great! \n\nI would definitely recommend Blue for a nice dinner or as a cool place to stop in for bevvies and appetizers.	1
I went here for my birthday and it was a very lovely dinner. There was a jazz band playing which gave the place a good atmosphere. It's classy and a perfect celebration or romantic dinner spot. It is pricey though so plan to spend a pretty penny. My husband and I shared the Flatbread and the Scallops and for dinner i had the Beef Tenderloin and he got the Duo of Wild Boar. The food was fabulous! Juicy and very flavorful. Every dish was presented beautifully and tasted as good as it looked. I was very happy and reallllly full by the end of the night. If you have the money or a special occasion to celebrate do it at Blue, you won't be disappointed!	1
Highly accommodating for allergies and food preferences. Good service, quality food and robust drink/wine menu. Would definitely go again.	1
We went here for New Year Eve. This was our second time at Blue and it was just as good as the first time. Impeccable service. Energetic and Chic Ambiance. The Lemon Drop Martini was so good that I had two and I have been known to send it back to the bar if it is not made right.\n\nMy Butternut Squash was rich, perfectly spices with the right amount of creamy taste. My Pan Roasted Grouper was cooked just right and very fresh but I wasn't overly crazy about how it was spiced. \n\nWe capped the night by sharing a piece of Chocolate cake and it was delicious..	1
I liked my meal here.  Good solid food, but not really anything earth shattering or innovative.  We had the crab cakes, scallops (which were EXCELLENT)  and striped bass which was good.  They really shine in the dessert area though, the bread pudding Brioche was absolutely fabulous.  Service was very attentive.  The crowd was a little weird, there were super casual people and very dressed up people.  The cocktails were excellent, overall it was good but not anything that I am dying to go back for.	1
Gorgeous restaurant...the ambiance is great...very unique and tasty cuisine, and there was (at least when we were there) a trio of custards dessert that was IN-SANE!  A great meal...but it is DEFINITELY pricey...go for a special occasion, but DO go!	1
